Year,Month,State,Group,Sub Group,Description,Rural,Urban,Combined,Status,
2019,September,ALL India,3,3.1.02,Footwear,0.34,2.24,1.08,F,
2019,October,ALL India,3,3.1.02,Footwear,1.52,2.00,1.73,F,
2019,November,ALL India,3,3.1.02,Footwear,1.03,1.84,1.37,F,
2019,December,ALL India,3,3.1.02,Footwear,0.96,1.92,1.36,F,
2020,January,ALL India,3,3.1.02,Footwear,1.59,2.15,1.80,F,
2020,February,ALL India,3,3.1.02,Footwear,0.96,2.06,1.43,F,
2020,March,ALL India,3,3.1.02,Footwear,1.03,1.98,1.43,F,
2020,June,ALL India,3,3.1.02,Footwear,2.39,3.72,2.85,F,
2020,July,ALL India,3,3.1.02,Footwear,1.84,2.50,2.06,F,
2020,August,ALL India,3,3.1.02,Footwear,2.25,3.10,2.63,F,
2020,September,ALL India,3,3.1.02,Footwear,2.73,2.95,2.84,F,
2020,October,ALL India,3,3.1.02,Footwear,2.93,3.02,2.91,F,
2020,November,ALL India,3,3.1.02,Footwear,3.13,3.09,3.12,F,
2020,December,ALL India,3,3.1.02,Footwear,3.46,3.39,3.40,F,
2021,January,ALL India,3,3.1.02,Footwear,3.87,3.53,3.75,F,
2021,February,ALL India,3,3.1.02,Footwear,4.41,3.60,4.09,F,
2021,March,ALL India,3,3.1.02,Footwear,4.61,3.66,4.23,F,
2021,April,ALL India,3,3.1.02,Footwear,4.73,0.72,3.13,F,
2021,May,ALL India,3,3.1.02,Footwear,8.37,1.15,5.48,F,
2021,June,ALL India,3,3.1.02,Footwear,6.60,2.86,5.12,F,
2021,July,ALL India,3,3.1.02,Footwear,7.90,4.96,6.76,F,
2021,August,ALL India,3,3.1.02,Footwear,8.47,4.77,7.00,F,
2021,September,ALL India,3,3.1.02,Footwear,8.63,5.51,7.40,F,
2021,October,ALL India,3,3.1.02,Footwear,9.14,5.87,7.87,F,
2021,November,ALL India,3,3.1.02,Footwear,9.50,6.29,8.25,F,
2021,December,ALL India,3,3.1.02,Footwear,9.78,6.85,8.62,F,
2022,January,ALL India,3,3.1.02,Footwear,10.58,7.69,9.47,F,
2022,February,ALL India,3,3.1.02,Footwear,11.04,8.75,10.10,F,
2022,March,ALL India,3,3.1.02,Footwear,12.18,10.02,11.29,F,
2022,April,ALL India,3,3.1.02,Footwear,12.89,10.91,12.12,F,
2022,May,ALL India,3,3.1.02,Footwear,10.34,11.20,10.72,F,
2022,June,ALL India,3,3.1.02,Footwear,11.76,12.03,11.92,F,
2022,July,ALL India,3,3.1.02,Footwear,11.92,11.84,11.89,F,
2022,August,ALL India,3,3.1.02,Footwear,11.75,12.04,11.85,F,
2022,September,ALL India,3,3.1.02,Footwear,12.04,12.60,12.23,F,
2022,October,ALL India,3,3.1.02,Footwear,11.89,12.60,12.16,F,
2022,November,ALL India,3,3.1.02,Footwear,11.57,12.53,11.94,F,
2022,December,ALL India,3,3.1.02,Footwear,11.12,12.13,11.53,F,
2023,January,ALL India,3,3.1.02,Footwear,10.04,11.31,10.52,F,
2023,February,ALL India,3,3.1.02,Footwear,9.30,10.51,9.79,F,
2023,March,ALL India,3,3.1.02,Footwear,7.97,9.44,8.57,F,
2023,April,ALL India,3,3.1.02,Footwear,6.97,8.54,7.63,F,
2023,May,ALL India,3,3.1.02,Footwear,6.04,7.83,6.71,F,
2023,June,ALL India,3,3.1.02,Footwear,5.48,7.05,6.06,F,
2023,July,ALL India,3,3.1.02,Footwear,4.83,6.49,5.49,F,
2023,August,ALL India,3,3.1.02,Footwear,4.07,6.06,4.81,F,
2023,September,ALL India,3,3.1.02,Footwear,3.33,5.26,4.07,F,
2023,October,ALL India,3,3.1.02,Footwear,2.77,4.92,3.59,F,
2023,November,ALL India,3,3.1.02,Footwear,2.48,4.59,3.29,F,
2023,December,ALL India,3,3.1.02,Footwear,2.37,4.07,3.05,F,
2024,January,ALL India,3,3.1.02,Footwear,2.20,3.93,2.87,F,
2024,February,ALL India,3,3.1.02,Footwear,2.14,3.49,2.64,F,
2024,March,ALL India,3,3.1.02,Footwear,2.19,3.17,2.57,F,
2024,April,ALL India,3,3.1.02,Footwear,2.03,3.04,2.40,F,
2024,May,ALL India,3,3.1.02,Footwear,1.70,2.91,2.17,F,
2024,June,ALL India,3,3.1.02,Footwear,1.54,2.85,2.05,F,
2024,July,ALL India,3,3.1.02,Footwear,1.48,2.84,1.99,F,
2024,August,ALL India,3,3.1.02,Footwear,1.69,2.65,2.10,F,
2024,September,ALL India,3,3.1.02,Footwear,1.58,2.64,1.98,F,
2024,October,ALL India,3,3.1.02,Footwear,1.79,2.70,2.15,F,
2024,November,ALL India,3,3.1.02,Footwear,1.90,2.63,2.20,F,
2024,December,ALL India,3,3.1.02,Footwear,1.79,2.57,2.08,F,
2025,January,ALL India,3,3.1.02,Footwear,1.84,2.44,2.08,F,
2014,January,ALL India,3,,Clothing and footwear,9.21,8.03,8.66,F,
2014,January,Manipur,3,,Clothing and footwear,3.51,8.33,4.90,F,
2014,February,ALL India,3,,Clothing and footwear,9.07,7.80,8.52,F,
2014,February,Manipur,3,,Clothing and footwear,2.81,7.78,4.29,F,
2014,March,ALL India,3,,Clothing and footwear,9.02,7.66,8.48,F,
2014,March,Manipur,3,,Clothing and footwear,2.91,7.85,4.39,F,
2014,April,ALL India,3,,Clothing and footwear,9.07,7.43,8.43,F,
2014,April,Manipur,3,,Clothing and footwear,2.82,7.83,4.19,F,
2014,May,ALL India,3,,Clothing and footwear,9.12,7.29,8.39,F,
2014,May,Manipur,3,,Clothing and footwear,2.32,8.08,3.99,F,
2014,June,ALL India,3,,Clothing and footwear,8.95,7.16,8.23,F,
2014,June,Manipur,3,,Clothing and footwear,2.03,7.96,3.69,F,
2014,July,ALL India,3,,Clothing and footwear,9.07,7.21,8.27,F,
2014,July,Manipur,3,,Clothing and footwear,1.15,7.82,3.01,F,
2014,August,ALL India,3,,Clothing and footwear,8.64,6.99,8.04,F,
2014,August,Manipur,3,,Clothing and footwear,1.15,7.42,2.91,F,
2014,September,ALL India,3,,Clothing and footwear,7.82,6.57,7.33,F,
2014,September,Manipur,3,,Clothing and footwear,1.34,6.65,2.90,F,
2014,October,ALL India,3,,Clothing and footwear,7.85,6.16,7.27,F,
2014,October,Manipur,3,,Clothing and footwear,1.05,6.05,2.51,F,
2014,November,ALL India,3,,Clothing and footwear,7.43,5.75,6.85,F,
2014,November,Manipur,3,,Clothing and footwear,0.19,5.73,1.85,F,
2014,December,ALL India,3,,Clothing and footwear,6.75,5.54,6.27,F,
2014,December,Manipur,3,,Clothing and footwear,0.19,5.07,1.65,F,
2015,January,ALL India,3,,Clothing and footwear,6.71,5.16,6.15,F,
2015,January,Manipur,3,,Clothing and footwear,0.09,5.64,1.74,F,
2015,February,ALL India,3,,Clothing and footwear,7.11,5.14,6.38,F,
2015,February,Manipur,3,,Clothing and footwear,0.38,5.61,1.92,F,
2015,March,ALL India,3,,Clothing and footwear,7.08,4.95,6.27,F,
2015,March,Manipur,3,,Clothing and footwear,0.19,5.59,1.74,F,
2015,April,ALL India,3,,Clothing and footwear,6.96,4.84,6.07,F,
2015,April,Manipur,3,,Clothing and footwear,0.47,5.91,2.10,F,
2015,May,ALL India,3,,Clothing and footwear,7.00,4.65,6.04,F,
2015,May,Manipur,3,,Clothing and footwear,0.47,5.96,2.10,F,
2015,June,ALL India,3,,Clothing and footwear,7.29,4.80,6.26,F,
2015,June,Manipur,3,,Clothing and footwear,0.57,7.12,2.56,F,
2015,July,ALL India,3,,Clothing and footwear,6.65,4.51,5.88,F,
2015,July,Manipur,3,,Clothing and footwear,0.57,6.17,2.28,F,
2015,August,ALL India,3,,Clothing and footwear,6.88,4.24,5.85,F,
2015,August,Manipur,3,,Clothing and footwear,0.57,7.82,2.73,F,
2015,September,ALL India,3,,Clothing and footwear,7.09,4.05,5.91,F,
2015,September,Manipur,3,,Clothing and footwear,0.38,6.40,2.18,F,
2015,October,ALL India,3,,Clothing and footwear,6.79,3.95,5.62,F,
2015,October,Manipur,3,,Clothing and footwear,0.38,5.71,1.91,F,
2015,November,ALL India,3,,Clothing and footwear,7.00,3.93,5.76,F,
2015,November,Manipur,3,,Clothing and footwear,0.47,5.26,1.90,F,
2015,December,ALL India,3,,Clothing and footwear,6.97,3.75,5.74,F,
2015,December,Manipur,3,,Clothing and footwear,0.38,5.24,1.81,F,
2016,January,ALL India,3,,Clothing and footwear,6.94,3.91,5.71,F,
2016,January,Manipur,3,,Clothing and footwear,0.75,4.77,1.98,F,
2016,February,ALL India,3,,Clothing and footwear,6.72,3.90,5.60,F,
2016,February,Manipur,3,,Clothing and footwear,0.75,4.42,1.80,F,
2016,March,ALL India,3,,Clothing and footwear,6.61,3.80,5.50,F,
2016,March,Manipur,3,,Clothing and footwear,0.94,4.25,1.98,F,
2016,April,ALL India,3,,Clothing and footwear,6.67,3.71,5.56,F,
2016,April,Manipur,3,,Clothing and footwear,3.48,3.67,3.58,F,
2016,May,ALL India,3,,Clothing and footwear,6.31,3.78,5.37,F,
2016,May,Manipur,3,,Clothing and footwear,9.96,3.25,7.87,F,
2016,June,ALL India,3,,Clothing and footwear,5.94,3.52,5.01,F,
2016,June,Manipur,3,,Clothing and footwear,10.53,2.11,7.84,F,
2016,July,ALL India,3,,Clothing and footwear,6.39,3.42,5.23,F,
2016,July,Manipur,3,,Clothing and footwear,11.00,2.59,8.39,F,
2016,August,ALL India,3,,Clothing and footwear,6.28,3.58,5.21,F,
2016,August,Manipur,3,,Clothing and footwear,12.41,0.93,8.87,F,
2016,September,ALL India,3,,Clothing and footwear,6.08,3.65,5.19,F,
2016,September,Manipur,3,,Clothing and footwear,14.29,2.19,10.51,F,
2016,October,ALL India,3,,Clothing and footwear,6.28,3.56,5.24,F,
2016,October,Manipur,3,,Clothing and footwear,15.79,2.66,11.76,F,
2016,November,ALL India,3,,Clothing and footwear,5.86,3.46,4.98,F,
2016,November,Manipur,3,,Clothing and footwear,17.28,2.50,12.63,F,
2016,December,ALL India,3,,Clothing and footwear,5.91,3.45,4.96,F,
2016,December,Manipur,3,,Clothing and footwear,20.54,2.18,14.83,F,
2017,January,ALL India,3,,Clothing and footwear,5.58,3.28,4.71,F,
2017,January,Manipur,3,,Clothing and footwear,22.06,1.54,15.64,F,
2017,February,ALL India,3,,Clothing and footwear,5.10,3.19,4.38,F,
2017,February,Manipur,3,,Clothing and footwear,22.27,1.69,15.87,F,
2017,March,ALL India,3,,Clothing and footwear,5.23,3.27,4.52,F,
2017,March,Manipur,3,,Clothing and footwear,22.74,1.46,16.12,F,
2017,April,ALL India,3,,Clothing and footwear,5.36,3.34,4.58,F,
2017,April,Manipur,3,,Clothing and footwear,20.07,2.38,14.62,F,
2017,May,ALL India,3,,Clothing and footwear,5.19,3.17,4.41,F,
2017,May,Manipur,3,,Clothing and footwear,13.59,3.45,10.61,F,
2017,June,ALL India,3,,Clothing and footwear,4.94,2.84,4.17,F,
2017,June,Manipur,3,,Clothing and footwear,13.86,3.22,10.73,F,
2017,July,ALL India,3,,Clothing and footwear,5.13,2.76,4.22,F,
2017,July,Manipur,3,,Clothing and footwear,13.89,3.06,10.70,F,
2017,August,ALL India,3,,Clothing and footwear,5.40,3.22,4.58,F,
2017,August,Manipur,3,,Clothing and footwear,13.13,3.98,10.43,F,
2017,September,ALL India,3,,Clothing and footwear,5.37,3.37,4.63,F,
2017,September,Manipur,3,,Clothing and footwear,12.01,5.12,10.07,F,
2017,October,ALL India,3,,Clothing and footwear,5.33,3.59,4.68,F,
2017,October,Manipur,3,,Clothing and footwear,11.85,5.18,9.97,F,
2017,November,ALL India,3,,Clothing and footwear,5.82,3.89,5.04,F,
2017,November,Manipur,3,,Clothing and footwear,11.77,5.56,10.03,F,
2017,December,ALL India,3,,Clothing and footwear,5.37,4.04,4.87,F,
2017,December,Manipur,3,,Clothing and footwear,10.58,5.40,9.13,F,
2018,January,ALL India,3,,Clothing and footwear,5.36,4.19,4.94,F,
2018,January,Manipur,3,,Clothing and footwear,9.95,5.47,8.71,F,
2018,February,ALL India,3,,Clothing and footwear,5.42,4.18,4.93,F,
2018,February,Manipur,3,,Clothing and footwear,10.90,5.08,9.28,F,
2018,March,ALL India,3,,Clothing and footwear,5.33,4.32,4.91,F,
2018,March,Manipur,3,,Clothing and footwear,11.47,5.16,9.71,F,
2018,April,ALL India,3,,Clothing and footwear,5.30,4.77,5.11,F,
2018,April,Manipur,3,,Clothing and footwear,11.95,4.50,9.89,F,
2018,May,ALL India,3,,Clothing and footwear,5.64,5.22,5.47,F,
2018,May,Manipur,3,,Clothing and footwear,12.42,3.41,9.97,F,
2018,June,ALL India,3,,Clothing and footwear,5.62,5.53,5.60,F,
2018,June,Manipur,3,,Clothing and footwear,12.25,3.41,9.84,F,
2018,July,ALL India,3,,Clothing and footwear,4.95,5.75,5.28,F,
2018,July,Manipur,3,,Clothing and footwear,12.57,3.64,10.19,F,
2018,August,ALL India,3,,Clothing and footwear,4.71,5.25,4.88,F,
2018,August,Manipur,3,,Clothing and footwear,12.20,4.26,10.04,F,
2018,September,ALL India,3,,Clothing and footwear,4.20,5.38,4.64,F,
2018,September,Manipur,3,,Clothing and footwear,12.19,4.58,10.03,F,
2018,October,ALL India,3,,Clothing and footwear,2.46,5.35,3.55,F,
2018,October,Manipur,3,,Clothing and footwear,11.54,4.78,9.64,F,
2018,November,ALL India,3,,Clothing and footwear,2.38,5.24,3.46,F,
2018,November,Manipur,3,,Clothing and footwear,10.67,5.12,9.19,F,
2018,December,ALL India,3,,Clothing and footwear,2.45,5.07,3.38,F,
2018,December,Manipur,3,,Clothing and footwear,9.50,4.77,8.22,F,
2019,January,ALL India,3,,Clothing and footwear,1.63,4.99,2.88,F,
2019,January,Manipur,3,,Clothing and footwear,8.84,4.54,7.66,F,
2019,February,ALL India,3,,Clothing and footwear,1.42,4.97,2.73,F,
2019,February,Manipur,3,,Clothing and footwear,7.35,5.12,6.82,F,
2019,March,ALL India,3,,Clothing and footwear,1.21,4.73,2.52,F,
2019,March,Manipur,3,,Clothing and footwear,6.61,5.84,6.43,F,
2019,April,ALL India,3,,Clothing and footwear,0.67,4.26,2.01,F,
2019,April,Manipur,3,,Clothing and footwear,6.15,6.11,6.11,F,
2019,May,ALL India,3,,Clothing and footwear,0.60,3.80,1.80,F,
2019,May,Manipur,3,,Clothing and footwear,5.69,6.17,5.79,F,
2019,June,ALL India,3,,Clothing and footwear,0.27,3.64,1.52,F,
2019,June,Manipur,3,,Clothing and footwear,5.32,5.74,5.43,F,
2019,July,ALL India,3,,Clothing and footwear,0.20,3.48,1.37,F,
2019,July,Manipur,3,,Clothing and footwear,4.36,5.81,4.72,F,
2019,August,ALL India,3,,Clothing and footwear,-0.13,3.40,1.23,F,
2019,August,Manipur,3,,Clothing and footwear,2.96,4.44,3.35,F,
2019,September,ALL India,3,,Clothing and footwear,-0.20,3.02,0.96,F,
2019,September,Manipur,3,,Clothing and footwear,1.57,3.20,2.00,F,
2019,October,ALL India,3,,Clothing and footwear,0.80,3.01,1.65,F,
2019,October,Manipur,3,,Clothing and footwear,1.69,2.97,2.05,F,
2019,November,ALL India,3,,Clothing and footwear,0.46,2.63,1.30,F,
2019,November,Manipur,3,,Clothing and footwear,0.39,2.20,0.85,F,
2019,December,ALL India,3,,Clothing and footwear,0.73,2.70,1.50,F,
2019,December,Manipur,3,,Clothing and footwear,0.13,3.10,0.92,F,
2020,January,ALL India,3,,Clothing and footwear,1.47,2.69,1.91,F,
2020,January,Manipur,3,,Clothing and footwear,-0.32,2.89,0.52,F,
2020,February,ALL India,3,,Clothing and footwear,1.60,2.69,2.05,F,
2020,February,Manipur,3,,Clothing and footwear,-0.51,2.47,0.26,F,
2020,March,ALL India,3,,Clothing and footwear,1.60,2.82,2.11,F,
2020,June,ALL India,3,,Clothing and footwear,2.26,3.37,2.71,F,
2020,July,ALL India,3,,Clothing and footwear,2.25,3.57,2.78,F,
2020,August,ALL India,3,,Clothing and footwear,2.32,3.57,2.77,F,
2020,August,Manipur,3,,Clothing and footwear,-100.00,-100.00,-100.00,F,
2020,September,ALL India,3,,Clothing and footwear,2.65,3.49,2.97,F,
2020,September,Manipur,3,,Clothing and footwear,-5.80,2.76,-3.52,F,
2020,October,ALL India,3,,Clothing and footwear,2.98,3.41,3.10,F,
2020,October,Manipur,3,,Clothing and footwear,-5.12,6.78,-2.01,F,
2020,November,ALL India,3,,Clothing and footwear,3.17,3.74,3.36,F,
2020,November,Manipur,3,,Clothing and footwear,-3.68,10.75,0.13,F,
2020,December,ALL India,3,,Clothing and footwear,3.23,3.87,3.49,F,
2020,December,Manipur,3,,Clothing and footwear,-3.72,10.90,0.13,F,
2021,January,ALL India,3,,Clothing and footwear,3.55,4.21,3.82,F,
2021,January,Manipur,3,,Clothing and footwear,-2.89,10.38,0.65,F,
2021,February,ALL India,3,,Clothing and footwear,4.01,4.55,4.21,F,
2021,February,Manipur,3,,Clothing and footwear,-1.80,12.18,1.89,F,
2021,March,ALL India,3,,Clothing and footwear,4.20,4.81,4.41,F,
2021,April,ALL India,3,,Clothing and footwear,4.44,1.99,3.49,F,
2021,May,ALL India,3,,Clothing and footwear,7.38,2.19,5.32,F,
2021,June,ALL India,3,,Clothing and footwear,6.81,5.16,6.14,F,
2021,June,Manipur,3,,Clothing and footwear,-100.00,,14.64,F,
2021,July,ALL India,3,,Clothing and footwear,7.13,5.21,6.39,F,
2021,July,Manipur,3,,Clothing and footwear,-100.00,,3.58,F,
2021,August,ALL India,3,,Clothing and footwear,7.57,5.60,6.84,F,
2021,August,Manipur,3,,Clothing and footwear,,,,F,
2021,September,ALL India,3,,Clothing and footwear,7.81,6.14,7.22,F,
2021,September,Manipur,3,,Clothing and footwear,11.63,14.03,12.31,F,
2021,October,ALL India,3,,Clothing and footwear,8.23,6.38,7.53,F,
2021,October,Manipur,3,,Clothing and footwear,9.78,8.81,9.52,F,
2021,November,ALL India,3,,Clothing and footwear,8.64,6.75,7.94,F,
2021,November,Manipur,3,,Clothing and footwear,9.71,5.46,8.46,F,
2021,December,ALL India,3,,Clothing and footwear,9.18,6.99,8.30,F,
2021,December,Manipur,3,,Clothing and footwear,10.80,4.10,8.88,F,
2022,January,ALL India,3,,Clothing and footwear,9.65,7.42,8.78,F,
2022,January,Manipur,3,,Clothing and footwear,10.05,4.31,8.39,F,
2022,February,ALL India,3,,Clothing and footwear,9.66,7.64,8.86,F,
2022,February,Manipur,3,,Clothing and footwear,9.50,2.27,7.40,F,
2022,March,ALL India,3,,Clothing and footwear,10.20,8.06,9.40,F,
2022,March,Manipur,3,,Clothing and footwear,9.10,1.23,6.76,F,
2022,April,ALL India,3,,Clothing and footwear,10.76,8.41,9.85,F,
2022,April,Manipur,3,,Clothing and footwear,9.20,2.11,7.11,F,
2022,May,ALL India,3,,Clothing and footwear,8.81,8.89,8.85,F,
2022,May,Manipur,3,,Clothing and footwear,,3.37,2.54,F,
2022,June,ALL India,3,,Clothing and footwear,9.60,9.43,9.52,F,
2022,June,Manipur,3,,Clothing and footwear,,3.28,2.05,F,
2022,July,ALL India,3,,Clothing and footwear,9.92,9.71,9.85,F,
2022,July,Manipur,3,,Clothing and footwear,,3.34,1.99,F,
2022,August,ALL India,3,,Clothing and footwear,10.04,9.72,9.91,F,
2022,August,Manipur,3,,Clothing and footwear,,1.67,0.63,F,
2022,September,ALL India,3,,Clothing and footwear,10.41,9.91,10.17,F,
2022,September,Manipur,3,,Clothing and footwear,7.60,2.13,6.02,F,
2022,October,ALL India,3,,Clothing and footwear,10.46,9.67,10.16,F,
2022,October,Manipur,3,,Clothing and footwear,9.21,2.89,7.43,F,
2022,November,ALL India,3,,Clothing and footwear,10.07,9.39,9.83,F,
2022,November,Manipur,3,,Clothing and footwear,10.37,2.13,8.04,F,
2022,December,ALL India,3,,Clothing and footwear,9.70,9.33,9.58,F,
2022,December,Manipur,3,,Clothing and footwear,9.09,2.90,7.32,F,
2023,January,ALL India,3,,Clothing and footwear,9.21,8.88,9.08,F,
2023,January,Manipur,3,,Clothing and footwear,9.07,3.72,7.56,F,
2023,February,ALL India,3,,Clothing and footwear,8.92,8.57,8.79,F,
2023,February,Manipur,3,,Clothing and footwear,8.74,3.97,7.37,F,
2023,March,ALL India,3,,Clothing and footwear,8.28,8.07,8.18,F,
2023,March,Manipur,3,,Clothing and footwear,8.16,3.42,6.86,F,
2023,April,ALL India,3,,Clothing and footwear,7.40,7.58,7.47,F,
2023,April,Manipur,3,,Clothing and footwear,8.90,2.46,7.05,F,
2023,May,ALL India,3,,Clothing and footwear,6.59,6.85,6.64,F,
2023,May,Manipur,3,,Clothing and footwear,5.90,3.20,5.19,F,
2023,June,ALL India,3,,Clothing and footwear,6.10,6.20,6.14,F,
2023,June,Manipur,3,,Clothing and footwear,5.48,2.44,4.65,F,
2023,July,ALL India,3,,Clothing and footwear,5.61,5.63,5.64,F,
2023,July,Manipur,3,,Clothing and footwear,4.96,3.17,4.48,F,
2023,August,ALL India,3,,Clothing and footwear,5.08,5.36,5.15,F,
2023,August,Manipur,3,,Clothing and footwear,1.89,2.55,2.06,F,
2023,September,ALL India,3,,Clothing and footwear,4.44,4.74,4.56,F,
2023,September,Manipur,3,,Clothing and footwear,1.94,2.87,2.21,F,
2023,October,ALL India,3,,Clothing and footwear,3.93,4.90,4.31,F,
2023,October,Manipur,3,,Clothing and footwear,1.12,3.20,1.69,F,
2023,November,ALL India,3,,Clothing and footwear,3.64,4.41,3.90,F,
2023,November,Manipur,3,,Clothing and footwear,0.66,3.66,1.44,F,
2023,December,ALL India,3,,Clothing and footwear,3.35,3.98,3.61,F,
2023,December,Manipur,3,,Clothing and footwear,0.94,3.94,1.77,F,
2024,January,ALL India,3,,Clothing and footwear,3.18,3.68,3.37,F,
2024,January,Manipur,3,,Clothing and footwear,1.27,4.04,1.99,F,
2024,February,ALL India,3,,Clothing and footwear,2.96,3.38,3.14,F,
2024,February,Manipur,3,,Clothing and footwear,1.27,4.32,2.10,F,
2024,March,ALL India,3,,Clothing and footwear,2.90,3.14,2.97,F,
2024,March,Manipur,3,,Clothing and footwear,1.54,4.43,2.32,F,
2024,April,ALL India,3,,Clothing and footwear,2.79,2.96,2.85,F,
2024,April,Manipur,3,,Clothing and footwear,0.54,4.19,1.54,F,
2024,May,ALL India,3,,Clothing and footwear,2.57,3.01,2.74,F,
2024,May,Manipur,3,,Clothing and footwear,1.31,3.21,1.81,F,
2024,June,ALL India,3,,Clothing and footwear,2.56,2.89,2.73,F,
2024,June,Manipur,3,,Clothing and footwear,1.48,3.38,1.97,F,
2024,July,ALL India,3,,Clothing and footwear,2.50,2.94,2.67,F,
2024,July,Manipur,3,,Clothing and footwear,2.31,3.40,2.64,F,
2024,August,ALL India,3,,Clothing and footwear,2.55,2.88,2.72,F,
2024,August,Manipur,3,,Clothing and footwear,5.41,4.74,5.21,F,
2024,September,ALL India,3,,Clothing and footwear,2.54,2.92,2.71,F,
2024,September,Manipur,3,,Clothing and footwear,4.64,4.38,4.56,F,
2024,October,ALL India,3,,Clothing and footwear,2.64,2.75,2.70,F,
2024,October,Manipur,3,,Clothing and footwear,2.89,3.54,3.04,F,
2024,November,ALL India,3,,Clothing and footwear,2.74,2.74,2.75,F,
2024,November,Manipur,3,,Clothing and footwear,1.70,4.40,2.46,F,
2024,December,ALL India,3,,Clothing and footwear,2.73,2.79,2.74,F,
2024,December,Manipur,3,,Clothing and footwear,2.79,4.55,3.27,F,
2025,January,ALL India,3,,Clothing and footwear,2.62,2.73,2.68,F,
2025,January,Manipur,3,,Clothing and footwear,2.88,5.93,3.74,F,
2014,January,ALL India,4,,Housing,,11.27,11.27,F,
2014,January,Manipur,4,,Housing,,10.88,,F,
2014,February,ALL India,4,,Housing,,12.05,12.05,F,
2014,February,Manipur,4,,Housing,,11.78,,F,
2014,March,ALL India,4,,Housing,,12.75,12.75,F,
2014,March,Manipur,4,,Housing,,11.76,,F,
2014,April,ALL India,4,,Housing,,13.33,13.33,F,
2014,April,Manipur,4,,Housing,,12.56,,F,
2014,May,ALL India,4,,Housing,,13.73,13.73,F,
2014,May,Manipur,4,,Housing,,14.46,,F,
2014,June,ALL India,4,,Housing,,6.85,6.85,F,
2014,June,Manipur,4,,Housing,,7.22,,F,
2014,July,ALL India,4,,Housing,,6.59,6.59,F,
2014,July,Manipur,4,,Housing,,6.91,,F,
2014,August,ALL India,4,,Housing,,6.06,6.06,F,
2014,August,Manipur,4,,Housing,,5.77,,F,
2014,September,ALL India,4,,Housing,,5.83,5.83,F,
2014,September,Manipur,4,,Housing,,5.38,,F,
2014,October,ALL India,4,,Housing,,5.61,5.61,F,
2014,October,Manipur,4,,Housing,,3.83,,F,
2014,November,ALL India,4,,Housing,,5.40,5.40,F,
2014,November,Manipur,4,,Housing,,3.49,,F,
2014,December,ALL India,4,,Housing,,5.24,5.24,F,
2014,December,Manipur,4,,Housing,,3.65,,F,
2015,January,ALL India,4,,Housing,,5.11,5.11,F,
2015,January,Manipur,4,,Housing,,2.43,,F,
2015,February,ALL India,4,,Housing,,4.98,4.98,F,
2015,February,Manipur,4,,Housing,,2.86,,F,
2015,March,ALL India,4,,Housing,,4.77,4.77,F,
2015,March,Manipur,4,,Housing,,2.68,,F,
2015,April,ALL India,4,,Housing,,4.65,4.65,F,
2015,April,Manipur,4,,Housing,,2.21,,F,
2015,May,ALL India,4,,Housing,,4.64,4.64,F,
2015,May,Manipur,4,,Housing,,1.92,,F,
2015,June,ALL India,4,,Housing,,4.48,4.48,F,
2015,June,Manipur,4,,Housing,,1.95,,F,
2015,July,ALL India,4,,Housing,,4.44,4.44,F,
2015,July,Manipur,4,,Housing,,2.83,,F,
2015,August,ALL India,4,,Housing,,4.68,4.68,F,
2015,August,Manipur,4,,Housing,,3.61,,F,
2015,September,ALL India,4,,Housing,,4.74,4.74,F,
2015,September,Manipur,4,,Housing,,4.23,,F,
2015,October,ALL India,4,,Housing,,4.88,4.88,F,
2015,October,Manipur,4,,Housing,,4.92,,F,
2015,November,ALL India,4,,Housing,,4.95,4.95,F,
2015,November,Manipur,4,,Housing,,5.80,,F,
2015,December,ALL India,4,,Housing,,5.06,5.06,F,
2015,December,Manipur,4,,Housing,,5.80,,F,
2016,January,ALL India,4,,Housing,,5.20,5.20,F,
2016,January,Manipur,4,,Housing,,6.06,,F,
2016,February,ALL India,4,,Housing,,5.33,5.33,F,
2016,February,Manipur,4,,Housing,,5.64,,F,
2016,March,ALL India,4,,Housing,,5.31,5.31,F,
2016,March,Manipur,4,,Housing,,6.08,,F,
2016,April,ALL India,4,,Housing,,5.37,5.37,F,
2016,April,Manipur,4,,Housing,,6.50,,F,
2016,May,ALL India,4,,Housing,,5.35,5.35,F,
2016,May,Manipur,4,,Housing,,6.75,,F,
2016,June,ALL India,4,,Housing,,5.46,5.46,F,
2016,June,Manipur,4,,Housing,,7.21,,F,
2016,July,ALL India,4,,Housing,,5.42,5.42,F,
2016,July,Manipur,4,,Housing,,6.55,,F,
2016,August,ALL India,4,,Housing,,5.29,5.29,F,
2016,August,Manipur,4,,Housing,,6.96,,F,
2016,September,ALL India,4,,Housing,,5.18,5.18,F,
2016,September,Manipur,4,,Housing,,6.42,,F,
2016,October,ALL India,4,,Housing,,5.15,5.15,F,
2016,October,Manipur,4,,Housing,,6.20,,F,
2016,November,ALL India,4,,Housing,,5.04,5.04,F,
2016,November,Manipur,4,,Housing,,5.97,,F,
2016,December,ALL India,4,,Housing,,4.98,4.98,F,
2016,December,Manipur,4,,Housing,,6.23,,F,
2017,January,ALL India,4,,Housing,,5.02,5.02,F,
2017,January,Manipur,4,,Housing,,6.05,,F,
2017,February,ALL India,4,,Housing,,4.90,4.90,F,
2017,February,Manipur,4,,Housing,,6.24,,F,
